datetime,temperature_C,irradiance_kWh_m2
01/01/2024,17.24206926891259,0.0
01/01/2024,15.577890746498014,0.8932517139596704
01/01/2024,14.95420303794775,2.371709914086776
01/01/2024,18.31457235137251,2.9548596364853785
01/02/2024,18.80776060886543,0.0
01/02/2024,13.577900343081277,0.8476850238048402
01/02/2024,14.163365686084097,1.9694434982730877
01/02/2024,20.656877924687066,2.7961995291975463
01/03/2024,19.34936700167889,0.0
01/03/2024,13.35841289441544,0.5739066587036051
01/03/2024,15.583814991897611,2.2321116705128827
01/03/2024,20.42006938439121,2.4840329922364046
01/04/2024,17.447902479624307,0.0
01/04/2024,13.780933790884454,0.6377658216000001
01/04/2024,16.416912288534725,2.3741169830142232
01/04/2024,18.632083802018816,2.9348013097901458
01/05/2024,19.668955274241988,0.0
01/05/2024,13.238398711091028,0.9358394772453246
01/05/2024,14.655857592085626,2.0966320012864745
01/05/2024,20.08738036072793,2.7790942212501646
01/06/2024,17.849575589959834,0.0
01/06/2024,12.777661895211788,0.5827556525133489
01/06/2024,15.51349652226158,1.910070043415913
01/06/2024,20.195688253648296,2.744123613282165
01/07/2024,17.470982801501677,0.0
01/07/2024,13.066451866942122,0.8391131635124588
01/07/2024,16.32777064245495,1.9569438312720484
01/07/2024,20.26645818636733,2.681927590910885
01/08/2024,18.27019494744309,0.0
01/08/2024,14.54496574822511,0.8519442324000001
01/08/2024,16.268068094358185,2.242004258779528
01/08/2024,20.37980461866215,3.033250847155052
01/09/2024,18.58750149857223,0.0
01/09/2024,15.549744125897394,0.8003614337758272
01/09/2024,14.98818565168295,1.9976410019281146
01/09/2024,20.006767172565507,2.417718100215692
01/10/2024,19.62958821337054,0.0
01/10/2024,14.000093165113476,0.6450859171149054
01/10/2024,14.91544924252551,2.105728009513382
01/10/2024,19.122809006194824,2.8866000510203005
01/11/2024,18.75527118241441,0.0
01/11/2024,12.74298011137562,0.8044123187500497
01/11/2024,15.43766923317144,2.210127930108803
01/11/2024,19.095988533985985,2.5844437669213707
01/12/2024,17.95355502647865,0.0
01/12/2024,13.662043538653675,1.0422283799999998
01/12/2024,16.50981440991457,1.8175279372595465
01/12/2024,19.35210012833214,3.0035555132970786
01/13/2024,16.88142066960716,0.0
01/13/2024,13.223903443084982,0.5567100580533523
01/13/2024,16.775060051534744,2.259156160597201
01/13/2024,19.154924067617213,3.2323060355580653
01/14/2024,19.306030191616998,0.0
01/14/2024,12.854432640400445,0.8382632376
01/14/2024,16.587633500966216,2.0357113865524625
01/14/2024,20.310413538369406,3.161541278077505
01/15/2024,19.441651147884805,0.0
01/15/2024,15.171940605723366,0.6791032468654159
01/15/2024,14.462077346618964,1.8965001765904708
01/15/2024,20.506688188384672,2.8996155647986526
01/16/2024,18.356149883445816,0.0
01/16/2024,14.52439465692203,0.9603787066591953
01/16/2024,16.05459909543048,2.341488165543013
01/16/2024,20.24863930205016,2.9346001403999997
01/17/2024,18.79015495505935,0.0
01/17/2024,13.169201464029682,0.7849731936
01/17/2024,16.708241512726985,1.7339519816054
01/17/2024,18.892160267076544,2.842727874
01/18/2024,16.97530709781117,0.0
01/18/2024,15.055191845387007,0.5837926066360619
01/18/2024,14.733328651524369,2.175849867197622
01/18/2024,20.765870950311474,3.228116134485547
01/19/2024,19.567111586287357,0.0
01/19/2024,13.655022942171152,0.4300803747027757
01/19/2024,15.284849257148869,2.272656690630154
01/19/2024,19.404598813120693,3.02516926626032
01/20/2024,18.573767385529678,0.0
01/20/2024,13.03854424,1.0247090637984066
01/20/2024,15.240098521928388,1.8037395816110458
01/20/2024,19.99718975264772,2.553324340449735
01/21/2024,18.97785022920456,0.0
01/21/2024,14.27906733,0.6588973992
01/21/2024,14.373277247161512,1.7782024118076827
01/21/2024,19.581812515007027,2.99407543271466
01/22/2024,18.657261928146877,0.0
01/22/2024,14.403962632752055,0.728641864951256
01/22/2024,14.198598769613737,2.0719749251935102
01/22/2024,19.146801577493374,3.0316990428260304
01/23/2024,19.694440759706847,0.0
01/23/2024,14.421921836319743,0.7522505448
01/23/2024,14.025349926343376,2.192898980877048
01/23/2024,20.80251647006778,2.6850167959718743
01/24/2024,19.48250022057163,0.0
01/24/2024,14.580140338330075,0.9380038184734325
01/24/2024,15.772160210701536,2.3776249914822563
01/24/2024,20.12056456,2.928718011778605
01/25/2024,17.41729868674518,0.0
01/25/2024,15.2588995683205,0.5571032051013841
01/25/2024,15.106402903697353,2.3163677642686045
01/25/2024,19.094803046728693,2.7289633192688303
01/26/2024,17.400167610246594,0.0
01/26/2024,14.718489089794632,0.7533372959749484
01/26/2024,16.153827740384116,2.0699288812197416
01/26/2024,19.923038531401204,3.5192874618247822
01/27/2024,19.242465367488272,0.0
01/27/2024,12.813217139922587,0.721949863601343
01/27/2024,15.582960244527634,1.4659318616088408
01/27/2024,20.371970005749567,3.334219995140901
01/28/2024,17.023330079337214,0.0
01/28/2024,15.599806138360565,0.4855251272122082
01/28/2024,15.128348442945596,2.070021242500093
01/28/2024,20.28774781,2.845596294276875
01/29/2024,17.67509246212471,0.0
01/29/2024,15.648520165022193,0.6664906108845254
01/29/2024,14.48104874386292,2.1096849046240598
01/29/2024,20.746262325868713,2.873569624928801
01/30/2024,18.920693146138852,0.0
01/30/2024,12.724994319,0.5688858205341368
01/30/2024,15.761536252342456,2.235104336117952
01/30/2024,19.748887468079843,2.3647080605795145
01/31/2024,18.21088646070404,0.0
01/31/2024,14.293653002301806,0.5732389039813176
01/31/2024,14.518190636469368,2.107151334392005
01/31/2024,20.84897058936528,3.599310093369654
02/01/2024,19.951113027416294,0.0
02/01/2024,15.521977768782657,1.0081227883304074
