datetime,temperature_C,irradiance_kWh_m2,pv_prod_kWh,conso_critique_kWh,conso_non_critique_kWh,soc_batterie_kWh
2024-01-01 00:00:00,14.24206926891259,0.0,0.0,6018.624000000001,2340.576,11702.880000000001
2024-01-01 06:00:00,12.577890746498014,0.7443764282997254,736.9326640167282,6018.624000000001,2340.576,4080.6126640167286
2024-01-01 12:00:00,11.95420303794775,1.9764249284056468,1956.6606791215902,6018.624000000001,2340.576,0.0
2024-01-01 18:00:00,15.314572351372513,2.462383030404482,2437.7592001004373,5572.8,2167.2,0.0
2024-01-02 00:00:00,15.80776060886543,0.0,0.0,5572.8,2167.2,0.0
2024-01-02 06:00:00,10.577900343081275,0.7064041865040336,699.3401446389933,6018.624000000001,2340.576,0.0
2024-01-02 12:00:00,11.163365686084095,1.6412029152275731,1624.7908860752975,6018.624000000001,2340.576,0.0
2024-01-02 18:00:00,17.656877924687066,2.3301662743312885,2306.8646115879756,5572.8,2167.2,0.0
2024-01-03 00:00:00,16.34936700167889,0.0,0.0,5572.8,2167.2,0.0
2024-01-03 06:00:00,10.35841289441544,0.47825554891967104,473.4729934304744,6018.624000000001,2340.576,0.0
2024-01-03 12:00:00,12.583814991897611,1.8600930587607354,1841.492128173128,6018.624000000001,2340.576,0.0
2024-01-03 18:00:00,17.42006938439121,2.070027493530337,2049.3272185950336,5572.8,2167.2,0.0
2024-01-04 00:00:00,14.447902479624307,0.0,0.0,6018.624000000001,2340.576,0.0
2024-01-04 06:00:00,10.780933790884454,0.531471517538245,526.1568023628624,6018.624000000001,2340.576,0.0
2024-01-04 12:00:00,13.416912288534725,1.9784308191785194,1958.6465109867343,6018.624000000001,2340.576,0.0
2024-01-04 18:00:00,15.632083802018816,2.445667758158455,2421.2110805768707,5572.8,2167.2,0.0
2024-01-05 00:00:00,16.668955274241988,0.0,0.0,5572.8,2167.2,0.0
2024-01-05 06:00:00,10.238398711091028,0.7798662310377705,772.0675687273929,6018.624000000001,2340.576,0.0
2024-01-05 12:00:00,11.655857592085626,1.7471933344053956,1729.7214010613418,6018.624000000001,2340.576,0.0
2024-01-05 18:00:00,17.08738036072793,2.315911851041804,2292.752732531386,5572.8,2167.2,0.0
2024-01-06 00:00:00,14.849575589959835,0.0,0.0,6018.624000000001,2340.576,0.0
2024-01-06 06:00:00,9.777661895211788,0.4856297104277908,480.77341332351284,6018.624000000001,2340.576,0.0
2024-01-06 12:00:00,12.51349652226158,1.5917250361799276,1575.8077858181282,6018.624000000001,2340.576,0.0
2024-01-06 18:00:00,17.195688253648296,2.286769677735138,2263.9019809577867,5572.8,2167.2,0.0
2024-01-07 00:00:00,14.470982801501677,0.0,0.0,6018.624000000001,2340.576,0.0
2024-01-07 06:00:00,10.066451866942122,0.6992609695937156,692.2683598977785,6018.624000000001,2340.576,0.0
2024-01-07 12:00:00,13.32777064245495,1.6307865260600405,1614.4786607994401,6018.624000000001,2340.576,0.0
2024-01-07 18:00:00,17.26645818636733,2.2349396590924044,2212.5902625014805,5572.8,2167.2,0.0
2024-01-08 00:00:00,15.270194947443091,0.0,0.0,5572.8,2167.2,0.0
2024-01-08 06:00:00,11.54496574822511,0.709953527308995,702.853992035905,6018.624000000001,2340.576,0.0
2024-01-08 12:00:00,13.268068094358185,1.8683368823162738,1849.6535134931112,6018.624000000001,2340.576,0.0
2024-01-08 18:00:00,17.37980461866215,2.527709039295877,2502.431948902918,5572.8,2167.2,0.0
2024-01-09 00:00:00,15.587501498572227,0.0,0.0,5572.8,2167.2,0.0
2024-01-09 06:00:00,12.549744125897394,0.6669678614798561,660.2981828650576,6018.624000000001,2340.576,0.0
2024-01-09 12:00:00,11.98818565168295,1.6647008349400956,1648.0538265906946,6018.624000000001,2340.576,0.0
2024-01-09 18:00:00,17.006767172565507,2.0147650835130766,1994.6174326779458,5572.8,2167.2,0.0
2024-01-10 00:00:00,16.62958821337054,0.0,0.0,5572.8,2167.2,0.0
2024-01-10 06:00:00,11.000093165113476,0.5375715975957545,532.195881619797,6018.624000000001,2340.576,0.0
2024-01-10 12:00:00,11.91544924252551,1.754773341261152,1737.2256078485404,6018.624000000001,2340.576,0.0
2024-01-10 18:00:00,16.122809006194824,2.4055000425169175,2381.4450420917483,5572.8,2167.2,0.0
2024-01-11 00:00:00,15.755271182414413,0.0,0.0,5572.8,2167.2,0.0
2024-01-11 06:00:00,9.742980111375621,0.6703435989583748,663.6401629687911,6018.624000000001,2340.576,0.0
2024-01-11 12:00:00,12.437669233171441,1.8417732750906695,1823.3555423397627,6018.624000000001,2340.576,0.0
2024-01-11 18:00:00,16.095988533985985,2.1537031391011423,2132.1661077101307,5572.8,2167.2,0.0
2024-01-12 00:00:00,14.95355502647865,0.0,0.0,6018.624000000001,2340.576,0.0
2024-01-12 06:00:00,10.662043538653677,0.868523650030755,859.8384135304475,6018.624000000001,2340.576,0.0
2024-01-12 12:00:00,13.509814409914567,1.5146066143829555,1499.460548239126,6018.624000000001,2340.576,0.0
2024-01-12 18:00:00,16.35210012833214,2.5029629277475656,2477.93329847009,5572.8,2167.2,0.0
2024-01-13 00:00:00,13.881420669607161,0.0,0.0,6018.624000000001,2340.576,0.0
2024-01-13 06:00:00,10.223903443084982,0.4639250483777936,459.2857978940157,6018.624000000001,2340.576,0.0
2024-01-13 12:00:00,13.775060051534743,1.8826301338310012,1863.803832492691,6018.624000000001,2340.576,0.0
2024-01-13 18:00:00,16.154924067617213,2.6935883629650546,2666.652479335404,5572.8,2167.2,0.0
2024-01-14 00:00:00,16.306030191616998,0.0,0.0,5572.8,2167.2,0.0
2024-01-14 06:00:00,9.854432640400445,0.698552698139539,691.5671711581437,6018.624000000001,2340.576,0.0
2024-01-14 12:00:00,13.587633500966216,1.6964261554603854,1679.4618939057816,6018.624000000001,2340.576,0.0
2024-01-14 18:00:00,17.310413538369406,2.6346177317312542,2608.2715544139414,5572.8,2167.2,0.0
2024-01-15 00:00:00,16.441651147884805,0.0,0.0,5572.8,2167.2,0.0
2024-01-15 06:00:00,12.171940605723366,0.5659193723878466,560.2601786639682,6018.624000000001,2340.576,0.0
2024-01-15 12:00:00,11.462077346618964,1.5804168138253925,1564.6126456871386,6018.624000000001,2340.576,0.0
2024-01-15 18:00:00,17.506688188384672,2.416346303998877,2392.1828409588884,5572.8,2167.2,0.0
2024-01-16 00:00:00,15.356149883445816,0.0,0.0,5572.8,2167.2,0.0
2024-01-16 06:00:00,11.52439465692203,0.8003155888826629,792.3124329938363,6018.624000000001,2340.576,0.0
2024-01-16 12:00:00,13.05459909543048,1.951240137952511,1931.727736572986,6018.624000000001,2340.576,0.0
2024-01-16 18:00:00,17.24863930205016,2.44550011741782,2421.045116243642,5572.8,2167.2,0.0
2024-01-17 00:00:00,15.790154955059347,0.0,0.0,5572.8,2167.2,0.0
2024-01-17 06:00:00,10.169201464029682,0.654144327796645,647.6028845186786,6018.624000000001,2340.576,0.0
2024-01-17 12:00:00,13.708241512726987,1.4449599846711667,1430.510384824455,6018.624000000001,2340.576,0.0
2024-01-17 18:00:00,15.892160267076543,2.36893989494632,2345.250495996857,5572.8,2167.2,0.0
2024-01-18 00:00:00,13.975307097811172,0.0,0.0,6018.624000000001,2340.576,0.0
2024-01-18 06:00:00,12.055191845387009,0.48649383886338504,481.6289004747512,6018.624000000001,2340.576,0.0
2024-01-18 12:00:00,11.733328651524369,1.813208222664685,1795.0761404380382,6018.624000000001,2340.576,0.0
2024-01-18 18:00:00,17.765870950311474,2.690096778737956,2663.1958109505763,5572.8,2167.2,0.0
2024-01-19 00:00:00,16.567111586287357,0.0,0.0,5572.8,2167.2,0.0
2024-01-19 06:00:00,10.655022942171152,0.3584003122523131,354.81630912978994,6018.624000000001,2340.576,0.0
2024-01-19 12:00:00,12.284849257148869,1.8938805755251285,1874.9417697698773,6018.624000000001,2340.576,0.0
2024-01-19 18:00:00,16.404598813120693,2.520974388550267,2495.7646446647645,5572.8,2167.2,0.0
2024-01-20 00:00:00,15.573767385529678,0.0,0.0,5572.8,2167.2,0.0
2024-01-20 06:00:00,10.0385442441903,0.8539242198320056,845.3849776336856,6018.624000000001,2340.576,0.0
2024-01-20 12:00:00,12.240098521928388,1.5031163180092049,1488.0851548291128,6018.624000000001,2340.576,0.0
2024-01-20 18:00:00,16.99718975264772,2.1277702837081125,2106.4925808710314,5572.8,2167.2,0.0
2024-01-21 00:00:00,15.977850229204561,0.0,0.0,5572.8,2167.2,0.0
2024-01-21 06:00:00,11.2790673277794,0.549081165760129,543.5903541025277,6018.624000000001,2340.576,0.0
2024-01-21 12:00:00,11.373277247161512,1.4818353431730689,1467.0169897413382,6018.624000000001,2340.576,0.0
2024-01-21 18:00:00,16.581812515007027,2.4950628605955503,2470.112231989595,5572.8,2167.2,0.0
2024-01-22 00:00:00,15.657261928146877,0.0,0.0,5572.8,2167.2,0.0
2024-01-22 06:00:00,11.403962632752055,0.6072015541260467,601.1295385847862,6018.624000000001,2340.576,0.0
2024-01-22 12:00:00,11.198598769613737,1.726645770994592,1709.379313284646,6018.624000000001,2340.576,0.0
2024-01-22 18:00:00,16.146801577493374,2.526415869021692,2501.151710331475,5572.8,2167.2,0.0
2024-01-23 00:00:00,16.694440759706847,0.0,0.0,5572.8,2167.2,0.0
2024-01-23 06:00:00,11.421921836319743,0.626875454079326,620.6066995385328,6018.624000000001,2340.576,0.0
2024-01-23 12:00:00,11.025349926343377,1.8274158173975397,1809.1416592235644,6018.624000000001,2340.576,0.0
2024-01-23 18:00:00,17.80251647006778,2.2375139966432287,2215.138856676797,5572.8,2167.2,0.0
2024-01-24 00:00:00,16.48250022057163,0.0,0.0,5572.8,2167.2,0.0
2024-01-24 06:00:00,11.580140338330075,0.7816698487278605,773.8531502405818,6018.624000000001,2340.576,0.0
2024-01-24 12:00:00,12.772160210701536,1.9813541595685467,1961.5406179728614,6018.624000000001,2340.576,0.0
2024-01-24 18:00:00,17.1205645577411,2.440598343148838,2416.1923597173495,5572.8,2167.2,0.0
2024-01-25 00:00:00,14.41729868674518,0.0,0.0,6018.624000000001,2340.576,0.0
2024-01-25 06:00:00,12.258899568320501,0.4642526709178201,459.6101442086419,6018.624000000001,2340.576,0.0
2024-01-25 12:00:00,12.106402903697353,1.9303064702238375,1911.003405521599,6018.624000000001,2340.576,0.0
2024-01-25 18:00:00,16.094803046728693,2.274136099390692,2251.394738396785,5572.8,2167.2,0.0
2024-01-26 00:00:00,14.400167610246594,0.0,0.0,6018.624000000001,2340.576,0.0
2024-01-26 06:00:00,11.718489089794632,0.6277810799791237,621.5032691793324,6018.624000000001,2340.576,0.0
2024-01-26 12:00:00,13.153827740384116,1.7249407343497847,1707.6913270062869,6018.624000000001,2340.576,0.0
2024-01-26 18:00:00,16.923038531401204,2.932739551520652,2903.4121560054455,5572.8,2167.2,0.0
2024-01-27 00:00:00,16.242465367488272,0.0,0.0,5572.8,2167.2,0.0
2024-01-27 06:00:00,9.813217139922589,0.6016248863344524,595.608637471108,6018.624000000001,2340.576,0.0
2024-01-27 12:00:00,12.582960244527634,1.221609884674034,1209.3937858272936,6018.624000000001,2340.576,0.0
2024-01-27 18:00:00,17.371970005749567,2.7785166626174176,2750.7314959912437,5572.8,2167.2,0.0
2024-01-28 00:00:00,14.023330079337217,0.0,0.0,6018.624000000001,2340.576,0.0
2024-01-28 06:00:00,12.599806138360565,0.40460427267684024,400.55822995007185,6018.624000000001,2340.576,0.0
2024-01-28 12:00:00,12.128348442945597,1.725017702083411,1707.7675250625769,6018.624000000001,2340.576,0.0
2024-01-28 18:00:00,17.2877478061374,2.3713302452307294,2347.616942778422,5572.8,2167.2,0.0
2024-01-29 00:00:00,14.67509246212471,0.0,0.0,6018.624000000001,2340.576,0.0
2024-01-29 06:00:00,12.648520165022193,0.5554088424037712,549.8547539797335,6018.624000000001,2340.576,0.0
2024-01-29 12:00:00,11.481048743862921,1.7580707538533833,1740.4900463148495,6018.624000000001,2340.576,0.0
2024-01-29 18:00:00,17.746262325868713,2.394641354107334,2370.6949405662613,5572.8,2167.2,0.0
2024-01-30 00:00:00,15.92069314613885,0.0,0.0,5572.8,2167.2,0.0
